,workerid,rt,statements,weight,pronoun,question,profession,expectedPronoun,correctResponse,response,slide_number_in_experiment,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
21,0,7824,"[u'The singer spent hours every week watching television.', u' would watch even more if it were possible.']",6.13,She,Did the singer like watching television?,singer,neutral,Yes,"[5711, 448, 2520, 2264, u'Yes']",24,English,0,Male,39,"""Everyday"" is an adjective.",No.,Yes,0.5,3,Windows,1080,1920,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34PGFRQONOAH0J0G5ZBZIAKX859WJR,0,Approved,Fri May 12 08:59:54 PDT 2017,Fri May 12 08:48:06 PDT 2017,Fri May 12 08:54:54 PDT 2017,Fri May 12 09:00:16 PDT 2017,NA,NA,NA,NA,undefined,6.76781666666667,[]
10,0,10832,"[u'The student seemed upset and pale.', u' then asked for a glass of water.']",5.6,He,Did the student ask for a glass of water?,student,neutral,Yes,"[9840, 807, 2287, 1471, u'Yes']",13,English,0,Male,39,"""Everyday"" is an adjective.",No.,Yes,0.5,3,Windows,1080,1920,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34PGFRQONOAH0J0G5ZBZIAKX859WJR,0,Approved,Fri May 12 08:59:54 PDT 2017,Fri May 12 08:48:06 PDT 2017,Fri May 12 08:54:54 PDT 2017,Fri May 12 09:00:16 PDT 2017,NA,NA,NA,NA,undefined,6.76781666666667,[]
16,0,10223,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,He,Was the swimmer at a press conference?,swimmer,neutral,Yes,"[6777, 568, 3344, 2471, u'Yes']",19,English,0,Male,39,"""Everyday"" is an adjective.",No.,Yes,0.5,3,Windows,1080,1920,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34PGFRQONOAH0J0G5ZBZIAKX859WJR,0,Approved,Fri May 12 08:59:54 PDT 2017,Fri May 12 08:48:06 PDT 2017,Fri May 12 08:54:54 PDT 2017,Fri May 12 09:00:16 PDT 2017,NA,NA,NA,NA,undefined,6.76781666666667,[]
6,0,8447,"[u'The taxi driver took the twenty dollar bill.', u' immediately thought it might be counterfeit.']",2.5,She,Was the taxi driver handed a five dollar bill?,taxi driver,He,No,"[5104, 896, 2008, 1808, u'No']",9,English,0,Male,39,"""Everyday"" is an adjective.",No.,Yes,0.5,3,Windows,1080,1920,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34PGFRQONOAH0J0G5ZBZIAKX859WJR,0,Approved,Fri May 12 08:59:54 PDT 2017,Fri May 12 08:48:06 PDT 2017,Fri May 12 08:54:54 PDT 2017,Fri May 12 09:00:16 PDT 2017,NA,NA,NA,NA,undefined,6.76781666666667,[]
5,0,7359,"[u'The undertaker went outside to smoke.', u' finished smoking two cigarettes before returning inside.']",1.97,He,Did the undertaker smoke three cigarettes?,undertaker,He,No,"[5375, 567, 1671, 2368, u'No']",8,English,0,Male,39,"""Everyday"" is an adjective.",No.,Yes,0.5,3,Windows,1080,1920,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34PGFRQONOAH0J0G5ZBZIAKX859WJR,0,Approved,Fri May 12 08:59:54 PDT 2017,Fri May 12 08:48:06 PDT 2017,Fri May 12 08:54:54 PDT 2017,Fri May 12 09:00:16 PDT 2017,NA,NA,NA,NA,undefined,6.76781666666667,[]
41,1,6371,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,He,Does the art historian ever speak outside of the New England area?,art historian,neutral,No,"[3263, 264, 1744, 991, u'Yes']",11,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
42,1,7811,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,She,Did the astrologer receive a package in the mail?,astrologer,neutral,No,"[4296, 458, 1286, 1311, u'No']",12,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
59,1,5655,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,She,Did the baby sitter react poorly to the practical joke?,baby sitter,She,Yes,"[2896, 440, 1336, 1552, u'Yes']",29,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
47,1,3603,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,She,Did the bank clerk know just about everyone in the town?,bank clerk,neutral,Yes,"[4256, 327, 456, 663, u'Yes']",17,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
65,1,4808,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,He,Was the butcher happy?,butcher,He,No,"[3368, 488, 944, 1424, u'No']",35,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
66,1,4519,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,He,Did the carpenter make eye contact with passersby?,carpenter,He,No,"[3360, 511, 864, 816, u'No']",36,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
37,1,5481,"[u'The cheerleader arrived early for the game.', u' was amazed to see how many people were there.']",10.77,She,Did the cheerleader arrive late for the game?,cheerleader,She,No,"[6296, 504, 1272, 1008, u'No']",7,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
48,1,4725,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,He,Was the cleaner mixing a cleaning solution?,cleaner,She,Yes,"[2759, 464, 1440, 911, u'Yes']",18,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
49,1,6238,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,She,Did the dental assistant encourage avoiding sugary snacks?,dental assistant,She,Yes,"[2743, 311, 1623, 1392, u'Yes']",19,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
38,1,5295,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,He,Was the electrician mending a stereo?,electrician,He,No,"[3784, 542, 1192, 912, u'No']",8,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
45,1,5318,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,She,Was the farmer concerned there wouldn&quotechart be enough rain?,farmer,He,Yes,"[3495, 391, 1503, 911, u'Yes']",15,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
40,1,4936,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,She,Had the football player injured an ankle?,football player,He,Yes,"[4183, 303, 1487, 280, u'Yes']",10,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
54,1,6268,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,He,Had the fortune teller joined the circus as a teenager?,fortune teller,She,No,"[3088, 504, 1352, 1640, u'No']",24,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
50,1,5383,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,He,Did the housekeeper always show up for work on time?,housekeeper,She,No,"[4376, 441, 959, 1025, u'No']",20,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
55,1,6662,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,She,Was the interior designer inspecting the garden?,interior designer,neutral,No,"[4288, 416, 2512, 944, u'No']",25,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
44,1,5491,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,He,Did the interpreter put the documents in the trash?,interpreter,neutral,No,"[2960, 408, 1583, 1015, u'No']",14,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
46,1,5728,"[u'The midwife read the newspaper everyday.', u' tried to keep informed about national and world news.']",10.27,He,Did the midwife read the newspaper only once a week?,midwife,She,No,"[3391, 424, 1103, 1184, u'No']",16,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
52,1,4263,"[u'The nurse examined the medication carefully.', u' then wrote something on the chart and left.']",9.07,She,Was the nurse examining medication?,nurse,She,Yes,"[3951, 487, 888, 928, u'Yes']",22,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
51,1,5888,"[u'The paratrooper was very moody and hard to get along with.', u' seemed to be liked by no one in the squad.']",1.24,She,Did anyone in the squad like the paratrooper?,paratrooper,He,No,"[4016, 463, 1424, 1175, u'No']",21,English,0,Male,34,,,Yes,3,3,Linux,1050,1680,Chrome,3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,3QY2P19FFHX9BG7GXSZS9WCOSF7NX3,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Fri May 12 08:47:36 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sun May 14 08:47:36 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N5YJ55YXF2DQCQ4TQ2X588Z73JANZ,34S9DKFK73OH8EM1ZYLFWEMUSXEYNW,1,Approved,Fri May 12 09:07:04 PDT 2017,Fri May 12 08:48:07 PDT 2017,Fri May 12 09:02:04 PDT 2017,Fri May 12 09:07:16 PDT 2017,NA,NA,NA,NA,undefined,3.54813333333333,[]
